trial,endState,user,redirector,resetCount,virtualDistance,gtChangeMax,gcChangeMax,gtChangeAvg,gcChangeAvg
0,Manually,0,DynamicAPF,5,8.65283,2.6,8.666667,0.04712993,0.1165939
