sep=;
TrialId = 0;EndState = Manually
experiment_start_time;trackingSpace;trackingSpaceFilePath;pathSeedChoice;randomSeed;pathLength;redirector;resetter;reset_count;virtual_way_distance;virtual_distance_between_resets_average;time_elapsed_between_resets_average;sum_injected_translation(IN METERS);sum_injected_rotation_g_r(IN DEGREES);sum_injected_rotation_g_c(IN DEGREES);sum_real_distance_travelled(IN METERS);sum_virtual_distance_travelled(IN METERS);min_g_t;max_g_t;min_g_r;max_g_r;min_g_c;max_g_c;experiment_duration;execute_duration;g_t_average;injected_translation_average;g_r_average;injected_rotation_from_rotation_gain_average;g_c_average;injected_rotation_from_curvature_gain_average;injected_rotation_average;g_t_change_max;g_c_change_max;g_t_change_average;g_c_change_average;real_position_average;virtual_position_average;distance_to_boundary_average;average_sampling_interval;
2026-05-18_21-57-41;FilePath;TrackingSpaces/SingleSquare/square_four_obstacles.txt;RandomTurn;23;400;DynamicAPF;MR2C;5;400;1.44214;5.917114;0.7253607;2.711882;60.56149;7.92747;8.65283;1;1.26;0.8;1.49;-0.1333333;0.1333333;35.50269;35.7581184;1.155228;0.0002520398;0.9337353;0.007131199;0.1675937;0.02436459;0.02392021;2.6;8.666667;0.04712993;0.1165939;(7.1, 6.2);(6.8, 6.4);0.3560863;0.1067091;
