trial,endState,user,redirector,resetCount,virtualDistance,gtChangeMax,gcChangeMax,gtChangeAvg,gcChangeAvg
0,Manually,0,SeparateSpace,0,11.983,3.576279E-06,8.666667,2.642848E-07,0.04088051
